category,amt,gender,city,state,zip,lat,long,city_pop,job,merch_lat,merch_long,is_fraud
shopping_pos,2.87,F,Grand Ridge,FL,32442,30.7148,-85.021,3699,Art gallery manager,30.282003,-85.301053,NotFraud
misc_pos,40.02,M,Brooklin,ME,4616,44.2541,-68.5565,824,"Loss adjuster, chartered",43.699874,-69.359702,NotFraud
misc_pos,47.92,F,Fort Myers,FL,33967,26.4722,-81.8122,224256,Paramedic,27.054378,-82.327335,NotFraud
misc_pos,1.69,F,Mansfield,OH,44902,40.7559,-82.5123,92985,Press photographer,40.009642,-83.311412,NotFraud
gas_transport,59.69,M,Edinburg,VA,22824,38.8432,-78.6003,6018,"Designer, multimedia",38.431428,-79.12567,NotFraud
gas_transport,60.24,M,Greenwich,NJ,8323,39.4055,-75.3209,804,Insurance risk surveyor,40.318063,-74.647209,NotFraud
misc_pos,13.72,M,Springfield,GA,31329,32.3697,-81.3618,9034,"Therapist, occupational",32.870331,-80.695714,NotFraud
entertainment,15.16,F,Tiptonville,TN,38079,36.3846,-89.4649,5577,Geochemist,37.215155,-90.134878,NotFraud
gas_transport,62.42,F,Barnstable,MA,2630,41.6983,-70.3001,1850,Counselling psychologist,41.616113,-70.161254,NotFraud
grocery_pos,74.76,M,Shrewsbury,MA,1545,42.2848,-71.7205,35299,English as a second language teacher,41.703963,-70.870286,NotFraud
misc_net,1.05,F,Centerview,MO,64019,38.7897,-93.8702,2368,Electronics engineer,39.331069,-94.025454,NotFraud
entertainment,7.28,F,Grand Ridge,FL,32442,30.7148,-85.021,3699,Art gallery manager,30.371403,-84.290347,NotFraud
grocery_net,6.86,F,Battle Creek,IA,51006,42.3327,-95.6045,1075,"Teacher, early years/pre",41.925131,-94.613785,NotFraud
shopping_pos,9.68,M,Corriganville,MD,21524,39.6967,-78.8031,626,Energy engineer,40.390681,-78.497314,NotFraud
grocery_net,60.02,M,Acworth,NH,3601,43.196,-72.3001,477,Naval architect,43.112328,-72.954176,NotFraud
gas_transport,72.98,M,Burbank,OK,74633,36.6966,-96.7869,471,Sub,37.27941,-97.679542,NotFraud
grocery_pos,96.8,F,Blooming Grove,TX,76626,32.0758,-96.701,1563,Financial adviser,31.759759,-96.366476,NotFraud
shopping_net,5.48,F,Coleharbor,ND,58531,47.5196,-101.2332,307,Make,46.85583,-100.511888,NotFraud
grocery_pos,101.81,M,Ollie,IA,52576,41.2001,-92.1354,568,Commercial horticulturist,40.835393,-92.252619,NotFraud
shopping_pos,3.16,M,Iliff,CO,80736,40.7692,-103.0968,648,Community arts worker,41.281158,-103.764493,NotFraud
misc_net,3.69,M,Methuen,MA,1844,42.728,-71.181,47249,Market researcher,42.484053,-71.077753,NotFraud
grocery_pos,35.95,M,Murfreesboro,TN,37132,35.8596,-86.421,158701,"Journalist, newspaper",35.955912,-86.910625,NotFraud
shopping_pos,1.43,F,Fenelton,PA,16034,40.8555,-79.7372,2054,Operations geologist,39.880282,-80.080849,NotFraud
misc_net,7.21,F,Knoxville,TN,37932,35.9335,-84.1481,391389,"Designer, industrial/product",35.530215,-83.775159,NotFraud
grocery_pos,112.29,F,Fullerton,NE,68638,41.366,-98.0054,1749,"Surveyor, mining",41.140809,-98.320732,NotFraud
gas_transport,51.33,M,Powell,TN,37849,36.0435,-84.04,25459,"Teacher, special educational needs",36.944262,-85.03415,NotFraud
gas_transport,70.49,F,Conway,WA,98238,48.34,-122.3456,85,"Research officer, political party",47.529496,-122.471001,NotFraud
grocery_pos,113.34,F,River,KY,41254,37.8795,-82.7251,571,Quarry manager,38.259118,-82.874797,NotFraud
grocery_pos,215.37,F,Sherman,TX,75092,33.6372,-96.6184,46563,Systems developer,32.97634,-95.955663,NotFraud
grocery_net,57.91,M,Wichita,KS,67232,37.6395,-97.1714,409656,Heritage manager,36.655093,-96.296831,NotFraud
grocery_pos,80.96,M,Mooresville,NC,28117,35.584,-80.8685,69793,Control and instrumentation engineer,36.040723,-81.254324,NotFraud
gas_transport,55.03,F,Campbell,NE,68932,40.2967,-98.737,493,"Surveyor, minerals",40.313319,-98.856358,NotFraud
gas_transport,73.76,F,Oolitic,IN,47451,38.8938,-86.5246,1228,Counsellor,38.795576,-86.558214,NotFraud
shopping_pos,2.39,M,Spearsville,LA,71277,32.955,-92.587,1758,"Psychologist, forensic",32.628797,-93.144659,NotFraud
grocery_pos,139.82,F,Fordoche,LA,70732,30.6576,-91.6264,1178,Community education officer,30.223936,-91.108795,NotFraud
entertainment,5.39,F,Saint Louis,MO,63131,38.6171,-90.4504,927396,Occupational hygienist,38.338264,-89.989949,NotFraud
gas_transport,55.89,F,Henderson,WV,25106,38.8265,-82.1364,642,Building services engineer,38.698652,-81.898704,NotFraud
gas_transport,55.71,F,Brownville,NY,13615,44.0577,-76.0196,1271,"Producer, radio",43.118044,-75.582525,NotFraud
gas_transport,76.1,F,Shields,ND,58569,46.1838,-101.2589,77,Film/video editor,45.220325,-100.353653,NotFraud
grocery_pos,52.88,M,Saint Petersburg,FL,33710,27.7898,-82.7243,341043,"Engineer, land",27.835753,-82.856409,NotFraud
gas_transport,55.23,F,Mc Cracken,KS,67556,38.5957,-99.554,320,Film/video editor,39.106634,-99.622284,NotFraud
misc_pos,6.51,M,Orient,NY,11957,41.1437,-72.2879,743,Video editor,41.11603,-73.218532,NotFraud
shopping_pos,3.2,F,Carlotta,CA,95528,40.507,-123.9743,1139,"Therapist, occupational",40.414798,-124.695516,NotFraud
grocery_net,91.49,F,Bethel Springs,TN,38315,35.2289,-88.644,3876,Senior tax professional/tax inspector,35.05319,-88.159172,NotFraud
gas_transport,74.51,F,Hannawa Falls,NY,13647,44.6087,-74.9732,69,Chief Executive Officer,45.536612,-75.141445,NotFraud
misc_net,16.13,F,Newhall,CA,91321,34.3795,-118.523,34882,Health physicist,33.573282,-118.332173,NotFraud
misc_net,103.1,F,Cranks,KY,40820,36.7558,-83.1838,581,"Psychologist, counselling",36.630601,-83.138036,NotFraud
gas_transport,89.9,F,Clayton,OK,74536,34.5906,-95.38,1760,Occupational psychologist,35.49845,-95.115494,NotFraud
misc_net,5.99,F,Waupaca,WI,54981,44.3481,-89.1101,15426,"Engineer, civil (contracting)",43.554465,-89.269587,NotFraud
grocery_net,41.15,F,Lake Oswego,OR,97034,45.4093,-122.6847,42817,Planning and development surveyor,45.16764,-122.870742,NotFraud
gas_transport,59.49,F,Stanchfield,MN,55080,45.6675,-93.2433,2607,"Lecturer, further education",46.553848,-92.397551,NotFraud
gas_transport,73.96,M,Naples,FL,34112,26.1184,-81.7361,276002,"Programme researcher, broadcasting/film/video",25.432086,-81.697814,NotFraud
entertainment,57.39,M,Sontag,MS,39665,31.6453,-90.1801,1196,"Librarian, academic",32.351529,-90.251484,NotFraud
misc_net,978.39,F,Hudson,KS,67545,38.1485,-98.6408,215,Probation officer,38.053129,-98.278097,NotFraud
gas_transport,74.91,F,Tampa,FL,33620,28.06,-82.4079,717255,Waste management officer,27.982518,-82.027885,NotFraud
gas_transport,48.02,M,Tekoa,WA,99033,47.2271,-117.0819,895,Clothing/textile technologist,47.798543,-116.165491,NotFraud
gas_transport,78.65,M,Fenelton,PA,16034,40.8555,-79.7372,2054,Communications engineer,40.065787,-80.200196,NotFraud
grocery_pos,99.56,M,Schaefferstown,PA,17088,40.3087,-76.2963,823,Gaffer,40.560933,-77.212944,NotFraud
gas_transport,86.87,F,Waynesfield,OH,45896,40.6072,-83.9585,2089,Building control surveyor,40.73657,-83.697393,NotFraud
gas_transport,67.93,F,Manistique,MI,49854,46.0062,-86.2555,6469,Trade mark attorney,45.110547,-86.43948,NotFraud
misc_net,7.86,F,Wichita,KS,67216,37.6223,-97.3136,409656,Textile designer,37.728598,-96.320628,NotFraud
shopping_net,1.35,M,Sontag,MS,39665,31.6453,-90.1801,1196,"Librarian, academic",31.923864,-89.838738,NotFraud
shopping_net,3.37,M,Edinburg,VA,22824,38.8432,-78.6003,6018,"Designer, multimedia",39.65092,-77.886898,NotFraud
misc_pos,7.2,F,Darien,GA,31305,31.3826,-81.4312,5989,Tax adviser,31.5414,-80.596368,NotFraud
grocery_net,53.49,F,Washington,DC,20036,38.9087,-77.0414,601723,Prison officer,38.346939,-77.716159,NotFraud
misc_pos,8.39,F,Vero Beach,FL,32960,27.633,-80.4031,105638,"Librarian, public",27.059901,-80.32383,Fraud
grocery_pos,116.13,M,Cecilton,MD,21913,39.4015,-75.8654,663,Podiatrist,40.190721,-75.406837,NotFraud
gas_transport,106.6,M,Afton,MI,49705,45.3637,-84.4695,937,Technical brewer,46.115218,-85.336134,NotFraud
grocery_pos,109.67,M,Powell,TN,37849,36.0435,-84.04,25459,"Teacher, special educational needs",35.337875,-83.492357,NotFraud
gas_transport,57.31,F,Redford,MO,63665,37.3272,-91.0243,241,Investment analyst,37.149367,-90.793721,NotFraud
grocery_pos,76.02,M,Oakland,CA,94619,37.7878,-122.1884,381459,Barista,37.654873,-123.172732,NotFraud
gas_transport,67.17,M,Christine,ND,58015,46.5522,-96.7909,291,Television floor manager,46.797872,-97.142986,NotFraud
gas_transport,57.5,M,Ashfield,MA,1330,42.5232,-72.811,1506,"Production assistant, radio",43.445475,-72.20154,NotFraud
grocery_pos,83.67,M,San Diego,CA,92128,33.0067,-117.069,1241364,Chartered public finance accountant,33.922852,-117.165324,NotFraud
gas_transport,106.66,M,Keller,TX,76248,32.9276,-97.2489,95035,Probation officer,32.145824,-96.666765,NotFraud
shopping_pos,2.95,F,Stirling,NJ,7980,40.6774,-74.4968,2307,Science writer,40.587585,-74.644512,NotFraud
entertainment,78.7,F,Santa Monica,CA,90403,34.0287,-118.4924,92043,"Civil engineer, contracting",33.261481,-118.474805,NotFraud
gas_transport,82.46,F,Mountain Center,CA,92561,33.6401,-116.5567,1661,"Therapist, music",34.347957,-116.394113,NotFraud
misc_pos,316.82,F,Hinckley,OH,44233,41.2419,-81.7453,7646,Medical sales representative,40.897922,-81.031235,NotFraud
shopping_net,19.64,F,Meredith,CO,81642,39.3199,-106.6596,61,Public relations account executive,38.723718,-105.707413,NotFraud
gas_transport,80.61,F,Thomas,WV,26292,39.1505,-79.503,836,Forensic psychologist,38.179951,-79.084649,NotFraud
gas_transport,59.11,F,Irvine,PA,16329,41.8117,-79.2643,528,Chief Marketing Officer,40.873396,-79.496139,NotFraud
grocery_pos,122.83,F,Downsville,NY,13755,42.0716,-75.0152,1228,"Psychotherapist, child",42.928098,-75.949843,NotFraud
misc_pos,5.54,F,Karnack,TX,75661,32.6205,-94.2,2807,Chiropodist,32.184073,-94.323908,NotFraud
shopping_pos,696.77,F,Laguna Hills,CA,92637,33.615,-117.7114,45303,Sales executive,34.530568,-118.022434,NotFraud
misc_net,4.68,F,Henderson,WV,25106,38.8265,-82.1364,642,Building services engineer,38.265988,-82.059651,NotFraud
grocery_pos,326.94,M,Denham Springs,LA,70726,30.459,-90.9027,71335,Herbalist,29.784597,-90.671894,Fraud
grocery_pos,141.95,M,Belfast,NY,14711,42.32,-78.0943,1766,Mechanical engineer,42.667743,-78.274286,NotFraud
grocery_net,70.93,F,Ford,VA,23850,37.1349,-77.7364,1051,Chief Operating Officer,37.267809,-77.588892,NotFraud
gas_transport,63.51,M,Methuen,MA,1844,42.728,-71.181,47249,Market researcher,43.491347,-70.875603,NotFraud
misc_net,9.08,F,Garrattsville,NY,13342,42.6315,-75.1866,165,Naval architect,43.471008,-75.585414,NotFraud
grocery_pos,81.19,F,Plymouth,CT,6782,41.6611,-73.0449,2376,Herpetologist,41.716265,-72.672775,NotFraud
gas_transport,62.6,F,Birmingham,IA,52535,40.8626,-91.9534,888,Camera operator,41.035919,-91.257712,NotFraud
shopping_pos,5.86,F,North Washington,PA,16048,41.0472,-79.8089,139,Patent attorney,41.472327,-80.76031,NotFraud
gas_transport,62.83,F,Comfort,WV,25049,38.1372,-81.5962,630,Fine artist,38.114718,-81.542048,NotFraud
grocery_pos,72.19,F,Karnack,TX,75661,32.6205,-94.2,2807,Chiropodist,31.906456,-94.371546,NotFraud
entertainment,74.89,F,Sturgis,MS,39769,33.357,-89.0473,1923,Medical physicist,33.436753,-90.044086,NotFraud
misc_net,240.16,F,Thomas,WV,26292,39.1505,-79.503,836,Forensic psychologist,38.991707,-79.369797,NotFraud
misc_net,7.65,F,Joliet,IL,60432,41.5378,-88.0572,128354,"Teacher, secondary school",40.760739,-88.009344,NotFraud
grocery_net,29.35,F,New Ellenton,SC,29809,33.413,-81.69,2206,Biomedical scientist,32.60213,-82.664874,NotFraud
misc_pos,9.39,F,Whigham,GA,39897,30.8836,-84.3246,3430,"Editor, commissioning",31.778338,-85.088337,NotFraud
entertainment,285.77,F,Ash Flat,AR,72513,36.2201,-91.6421,2856,Hydrologist,36.133465,-92.275277,NotFraud
gas_transport,83.61,M,Lawrence,MA,1843,42.6911,-71.1605,76383,Geoscientist,42.56169,-70.244894,NotFraud
grocery_net,65.23,M,Saint James City,FL,33956,26.529,-82.0916,3776,Sport and exercise psychologist,25.703247,-81.972404,NotFraud
gas_transport,65.22,F,Whaleyville,MD,21872,38.4121,-75.2811,718,Regulatory affairs officer,38.128672,-75.33498,NotFraud
misc_net,1.42,M,Romulus,MI,48174,42.2203,-83.3583,31515,Police officer,42.193347,-83.605617,NotFraud
gas_transport,53.56,M,Dalton,WI,53926,43.6718,-89.1918,1628,Civil Service fast streamer,43.791806,-89.665666,NotFraud
gas_transport,73.79,M,Arnold,MO,63010,38.4305,-90.387,35439,Land/geomatics surveyor,39.268568,-90.66421,NotFraud
gas_transport,51.91,F,Brunson,SC,29911,32.9413,-81.1807,1725,Social researcher,33.339421,-81.207502,NotFraud
grocery_net,46.7,M,Margaretville,NY,12455,42.1852,-74.6178,1988,Environmental health practitioner,41.187977,-74.211927,NotFraud
gas_transport,61.61,M,Comfrey,MN,56019,44.1111,-94.9134,914,Health and safety adviser,43.220788,-95.529244,NotFraud
gas_transport,67.72,M,Clarinda,IA,51632,40.7491,-95.038,7297,IT trainer,41.454985,-95.715426,NotFraud
gas_transport,47.74,F,Oolitic,IN,47451,38.8938,-86.5246,1228,Counsellor,39.573146,-87.136838,NotFraud
grocery_net,6.57,F,Hinesburg,VT,5461,44.3346,-73.098,4542,Claims inspector/assessor,43.428308,-73.30139,NotFraud
grocery_pos,115.2,F,Thompson,UT,84540,38.9999,-109.615,46,"Surveyor, minerals",39.131558,-110.322189,NotFraud
shopping_pos,4.32,M,Andrews,IN,46702,40.8618,-85.6067,2304,Retail banker,40.99301,-85.346478,NotFraud
grocery_pos,168.58,M,Maria Stein,OH,45860,40.4062,-84.5076,2274,"Designer, television/film set",40.883095,-84.093601,NotFraud
food_dining,190.63,M,Indian Wells,CA,92210,33.7163,-116.3381,4677,Learning mentor,33.213312,-116.558724,NotFraud
grocery_pos,142.08,M,Belfast,NY,14711,42.32,-78.0943,1766,Mechanical engineer,43.027486,-77.344002,NotFraud
gas_transport,65.27,M,Key West,FL,33040,24.6557,-81.3824,32891,Town planner,24.642535,-81.850028,NotFraud
grocery_pos,54.15,F,Stanchfield,MN,55080,45.6675,-93.2433,2607,"Lecturer, further education",44.858526,-93.360603,NotFraud
misc_net,297.99,F,Morrisdale,PA,16858,41.0001,-78.2357,3688,Dispensing optician,41.34851,-79.174843,NotFraud
shopping_pos,9.66,M,Norman,AR,71960,34.4596,-93.6743,1383,Magazine features editor,34.858355,-94.664682,NotFraud
gas_transport,92.52,M,Melbourne,FL,32935,28.1384,-80.6524,139650,Database administrator,27.842734,-81.29052,NotFraud
gas_transport,48.37,F,Kingsford Heights,IN,46346,41.4802,-86.6919,1423,"Psychologist, forensic",42.284925,-87.278155,NotFraud
food_dining,32.56,F,Tulsa,OK,74130,36.2395,-95.9596,413574,Bookseller,36.402443,-95.432252,NotFraud
grocery_pos,111.2,F,Irvine,PA,16329,41.8117,-79.2643,528,Chief Marketing Officer,41.414188,-78.402927,NotFraud
misc_pos,12.21,F,Saint Amant,LA,70774,30.2385,-90.8435,10076,"Surveyor, rural practice",29.585406,-91.659395,NotFraud
grocery_pos,103.31,F,East Andover,ME,4226,44.6084,-70.6993,190,Animal nutritionist,44.554946,-70.008315,NotFraud
misc_pos,69.52,M,Detroit,MI,48202,42.377,-83.0796,673342,Broadcast presenter,41.927655,-82.685098,NotFraud
grocery_pos,106.68,M,Palermo,ND,58769,48.3396,-102.24,229,Administrator,49.03174,-102.48299,NotFraud
misc_net,1.72,F,American Fork,UT,84003,40.3928,-111.7941,42384,Futures trader,39.457129,-111.592211,NotFraud
grocery_pos,65.29,F,Shields,ND,58569,46.1838,-101.2589,77,Film/video editor,46.406789,-101.852688,NotFraud
misc_net,83.54,M,Tuscarora,MD,21790,39.2667,-77.5101,100,"Production assistant, television",38.747943,-77.566116,NotFraud
shopping_net,6,M,Brainard,NE,68626,41.1832,-96.9882,614,Associate Professor,42.135107,-96.217628,NotFraud
gas_transport,39.8,F,Beaver Falls,PA,15010,40.7687,-80.3592,28425,Podiatrist,41.039251,-81.30853,NotFraud
grocery_pos,140.51,M,Bolton,NC,28423,34.3091,-78.3372,2290,"Engineer, biomedical",34.329378,-78.539192,NotFraud
gas_transport,67.03,M,Emporium,PA,15834,41.5177,-78.2536,4533,Public affairs consultant,41.144481,-77.838737,NotFraud
shopping_pos,7.18,M,Grantham,NH,3753,43.5103,-72.1334,2971,Charity fundraiser,43.272726,-72.51915,NotFraud
entertainment,5.58,M,Detroit,MI,48206,42.3749,-83.1087,673342,Trading standards officer,43.013124,-82.645816,NotFraud
misc_net,24.25,F,Dongola,IL,62926,37.3712,-89.1349,2263,Scientific laboratory technician,37.3714,-89.452916,NotFraud
gas_transport,64.95,M,Great Mills,MD,20634,38.2674,-76.4954,5927,Art therapist,38.544727,-76.181389,NotFraud
grocery_pos,237.7,F,Rock Springs,WY,82901,41.606,-109.23,27971,Music therapist,41.168515,-108.939167,NotFraud
grocery_pos,83.42,M,De Queen,AR,71832,34.0442,-94.3386,11253,"Scientist, biomedical",33.418601,-94.426724,NotFraud
grocery_pos,88.42,F,Louisville,KY,40202,38.2507,-85.7476,736284,Engineering geologist,38.962639,-85.685365,NotFraud
gas_transport,67.66,M,Titusville,FL,32780,28.5697,-80.8191,54767,Set designer,28.153888,-81.48511,NotFraud
grocery_pos,90,F,Mansfield,OH,44902,40.7559,-82.5123,92985,Press photographer,40.33188,-81.631388,NotFraud
misc_net,27.97,F,Ogdensburg,NJ,7439,41.0767,-74.5982,2456,Senior tax professional/tax inspector,41.665827,-75.267117,NotFraud
grocery_pos,353.08,F,Vero Beach,FL,32960,27.633,-80.4031,105638,"Librarian, public",28.256217,-80.914551,Fraud
misc_net,2.67,F,River,KY,41254,37.8795,-82.7251,571,Quarry manager,38.158571,-82.074403,NotFraud
grocery_pos,85.66,F,Rossville,IL,60963,40.3625,-87.6692,1807,"Buyer, retail",39.833213,-87.095346,NotFraud
gas_transport,42.37,F,Marathon,TX,79842,30.1886,-103.2214,498,Lexicographer,31.153217,-103.260904,NotFraud
misc_net,4.85,F,Ashford,WA,98304,46.7531,-121.9898,759,Video editor,46.493277,-122.538452,NotFraud
grocery_net,36.67,M,Huntsville,AL,35811,34.7789,-86.5438,190178,Television production assistant,34.274769,-86.665526,NotFraud
grocery_pos,85.53,M,Detroit,MI,48206,42.3749,-83.1087,673342,Trading standards officer,42.510704,-82.172027,NotFraud
shopping_pos,3.31,F,Henderson,WV,25106,38.8265,-82.1364,642,Building services engineer,39.713466,-83.037593,NotFraud
misc_net,69.03,M,West Green,GA,31567,31.6143,-82.7243,782,Audiological scientist,32.237783,-81.778035,NotFraud
shopping_pos,2.25,M,Burbank,OK,74633,36.6966,-96.7869,471,Sub,36.477178,-97.658325,NotFraud
gas_transport,75.53,F,Mulberry Grove,IL,62262,38.9311,-89.2463,1810,Race relations officer,38.595532,-88.454059,NotFraud
grocery_pos,106.55,F,Vienna,GA,31092,32.0913,-83.7922,7420,Phytotherapist,31.6058,-83.314243,NotFraud
misc_net,449.25,F,Westfir,OR,97492,43.7575,-122.481,597,Forensic psychologist,44.464554,-123.318894,NotFraud
gas_transport,42.54,F,Deane,KY,41812,37.2409,-82.7696,230,"Conservation officer, historic buildings",37.43755,-83.705585,NotFraud
grocery_pos,106.26,F,Thrall,TX,76578,30.592,-97.2893,1766,Press sub,29.923043,-97.1002,NotFraud
shopping_pos,8.31,M,Halma,MN,56729,48.6669,-96.5969,140,"Embryologist, clinical",48.847101,-95.916245,NotFraud
grocery_net,70.81,F,Rocky Mount,MO,65072,38.2911,-92.7059,1847,Tax inspector,37.397303,-93.192833,NotFraud
grocery_pos,81.83,M,Detroit,MI,48202,42.377,-83.0796,673342,Broadcast presenter,43.363232,-83.075322,NotFraud
grocery_pos,92.62,F,Nobleboro,ME,4555,44.0943,-69.4828,1643,Financial trader,45.038263,-70.366158,NotFraud
shopping_net,224.63,F,Ash Flat,AR,72513,36.2201,-91.6421,2856,Hydrologist,35.495538,-92.111942,NotFraud
shopping_net,4.73,F,Tomales,CA,94971,38.2427,-122.9145,337,Occupational psychologist,37.971404,-123.062313,NotFraud
gas_transport,74.8,F,Independence,MO,64058,39.1412,-94.3515,123373,"Engineer, production",39.373874,-94.491609,NotFraud
shopping_net,6.3,F,May,TX,76857,31.9571,-98.9656,1791,Corporate investment banker,30.996025,-98.809171,NotFraud
grocery_net,79.95,F,Thrall,TX,76578,30.592,-97.2893,1766,Press sub,30.060027,-97.225597,NotFraud
grocery_pos,65.67,M,Fayetteville,NC,28314,35.0583,-79.008,238602,"Scientist, research (maths)",35.568414,-78.692292,NotFraud
shopping_pos,4.15,F,Sterling City,TX,76951,31.8351,-101.0017,1143,"Scientist, biomedical",31.449335,-101.352692,NotFraud
shopping_net,15.05,F,Mansfield,OH,44902,40.7559,-82.5123,92985,Press photographer,40.214543,-81.658905,NotFraud
grocery_pos,56.16,M,North Judson,IN,46366,41.2244,-86.6966,5791,"Doctor, general practice",41.65579,-87.59936,NotFraud
grocery_net,70.68,F,Bagley,WI,53801,42.9207,-91.0685,878,Risk analyst,42.992579,-91.726302,NotFraud
grocery_pos,70.63,F,Lawn,PA,17041,40.2236,-76.538,213,Special educational needs teacher,39.812614,-76.48933,NotFraud
gas_transport,71.43,F,Catawba,VA,24070,37.3696,-80.1284,1363,Equality and diversity officer,37.145473,-80.795776,NotFraud
misc_net,8.55,F,Laguna Hills,CA,92637,33.615,-117.7114,45303,Sales executive,33.487349,-118.646404,NotFraud
shopping_net,2.53,M,Fairview,NJ,7022,40.817,-74,13835,"Programmer, multimedia",40.311104,-73.523427,NotFraud
gas_transport,70.3,M,Oakdale,NY,11769,40.7382,-73.1297,9506,"Biochemist, clinical",41.700702,-72.361002,NotFraud
grocery_pos,92.45,F,Laguna Hills,CA,92637,33.615,-117.7114,45303,Sales executive,33.338966,-117.648698,NotFraud
grocery_pos,64.66,M,Monmouth Beach,NJ,7750,40.333,-73.9809,3279,Health promotion specialist,40.925733,-73.153839,NotFraud
gas_transport,106.21,M,Bronx,NY,10463,40.8798,-73.9067,1382480,"Therapist, drama",40.692377,-74.889828,NotFraud
gas_transport,56.88,M,Tekoa,WA,99033,47.2271,-117.0819,895,Clothing/textile technologist,46.400133,-116.468083,NotFraud
grocery_pos,99.54,M,Nazareth,TX,79063,34.5444,-102.1069,686,Petroleum engineer,34.163773,-102.79301,NotFraud
shopping_net,3.97,M,Paulding,OH,45879,41.141,-84.5722,6284,Secondary school teacher,41.763823,-84.386108,NotFraud
shopping_pos,5.21,F,Port Gibson,NY,14537,43.033,-77.1575,207,Database administrator,43.721012,-77.650346,NotFraud
gas_transport,49.42,M,Milwaukee,WI,53228,42.9676,-88.0434,817312,"Accountant, chartered public finance",42.355991,-87.613452,NotFraud
gas_transport,73.1,M,Detroit,MI,48221,42.426,-83.15,673342,Retail manager,43.22865,-83.273683,NotFraud
misc_net,14.13,M,Holloway,OH,43985,40.0113,-80.9701,128,Child psychotherapist,40.24598,-80.477684,NotFraud
gas_transport,74.97,F,Kirby,OH,43330,40.813,-83.4196,118,Private music teacher,41.675285,-83.987876,NotFraud
gas_transport,92.12,M,Winfield,WV,25213,38.5072,-81.89,5512,Exhibition designer,38.223764,-82.496397,NotFraud
gas_transport,95.03,M,Wales,AK,99783,64.7556,-165.6723,145,"Administrator, education",65.140345,-166.146884,NotFraud
misc_net,2.71,F,Sebring,FL,33872,27.4703,-81.4872,50835,Environmental consultant,27.449605,-81.91085,NotFraud
shopping_net,4.39,F,Cuthbert,GA,39840,31.7706,-84.7936,5726,Fitness centre manager,32.40494,-85.737246,NotFraud
gas_transport,54.02,F,Minneapolis,MN,55428,45.0632,-93.3811,1022298,Analytical chemist,45.475814,-92.387298,NotFraud
grocery_pos,139.99,F,Blairsden-Graeagle,CA,96103,39.8127,-120.6405,1725,Chartered legal executive (England and Wales),40.035738,-120.239579,NotFraud
grocery_pos,69.41,M,Lakeview,MI,48850,43.4269,-85.2924,4474,Emergency planning/management officer,43.175193,-84.674588,NotFraud
grocery_pos,115.43,M,Pointe Aux Pins,MI,49775,45.7549,-84.447,95,Electrical engineer,46.574875,-84.194572,NotFraud
gas_transport,76.14,F,Tomales,CA,94971,38.2427,-122.9145,337,Occupational psychologist,39.19736,-123.092661,NotFraud
misc_net,8.43,F,Whaleyville,MD,21872,38.4121,-75.2811,718,Regulatory affairs officer,38.42579,-74.808462,NotFraud
shopping_net,11.09,F,Hopkins,SC,29061,33.9349,-80.8449,13717,Chiropodist,34.909589,-81.369639,NotFraud
shopping_net,67.9,F,Hopewell,VA,23860,37.2876,-77.295,31970,Purchasing manager,36.29068,-77.863924,NotFraud
grocery_pos,197.35,F,Roma,TX,78584,26.4215,-99.0025,18128,IT trainer,26.01917,-99.458219,NotFraud
misc_pos,238.46,F,Brandon,FL,33510,27.9551,-82.2966,79613,Environmental consultant,27.820353,-81.805061,NotFraud
misc_net,2.16,F,Falls City,TX,78113,28.9814,-98.0156,2435,"Engineer, mining",28.111718,-97.01955,NotFraud
shopping_pos,5.91,F,Jaffrey,NH,3452,42.8178,-72.0275,5457,"Surveyor, hydrographic",43.56996,-72.537626,NotFraud
grocery_pos,164.43,F,Goodrich,MI,48438,42.9147,-83.4845,6951,Learning disability nurse,42.238655,-83.262194,NotFraud
shopping_pos,21.22,F,Bay Minette,AL,36507,30.8635,-87.7644,19090,Science writer,30.135837,-87.298909,NotFraud
gas_transport,58.91,M,Glendale,CA,91206,34.1556,-118.2322,172817,Advertising account planner,33.232372,-117.534452,NotFraud
shopping_net,9.23,M,Union,WV,24983,37.5802,-80.5248,2443,Chartered public finance accountant,36.815316,-80.28775,NotFraud
grocery_net,84.4,F,Lanark Village,FL,32323,29.8826,-84.5964,217,Television production assistant,29.955786,-84.808246,NotFraud
grocery_pos,112.97,F,Manville,WY,82227,42.73,-104.7024,241,Educational psychologist,42.083087,-103.841246,NotFraud
misc_net,32.13,F,Kansas City,MO,64114,38.9621,-94.5959,545147,Counsellor,39.702874,-94.185165,NotFraud
shopping_pos,222.15,F,West Columbia,SC,29170,33.9568,-81.1405,52126,Chemical engineer,34.748519,-80.98802,NotFraud
misc_net,1.22,F,May,TX,76857,31.9571,-98.9656,1791,Corporate investment banker,32.76126,-98.035894,NotFraud
grocery_pos,102.57,F,Cowlesville,NY,14037,42.8112,-78.4481,1166,Colour technologist,43.627102,-77.47435,NotFraud
grocery_pos,130.44,F,Bradley,SC,29819,34.0326,-82.2027,1523,Research scientist (physical sciences),33.93042,-81.420683,NotFraud
grocery_pos,63.81,M,Omaha,NE,68117,41.2064,-95.9953,518429,"Surveyor, land/geomatics",40.71137,-96.098405,NotFraud
gas_transport,69.94,F,Birmingham,IA,52535,40.8626,-91.9534,888,Camera operator,41.564972,-91.811935,NotFraud
